,video_id,comments
162,WIrA4YexLRQ,"[""Let's march ahead, and create an unmatchable DSA course! ❤\n\nThe worst case complexity will be O(N ^ 2) if we end up choosing the largest or smallest element as the pivot always. We will add this in the notes in the description. I missed this in the video."", 'understood', 'Understood', ""Don't we need to write the base condition in the qs function in the code."", 'public:\r\n    // Function to sort an array using quick sort algorithm in descending order.\r\n    void quickSort(int arr[], int low, int high)\r\n    {\r\n        if (low < high) {\r\n            int pIndex = partition(arr, low, high);\r\n            quickSort(arr, low, pIndex - 1);\r\n            quickSort(arr, pIndex + 1, high);\r\n        }\r\n    }\r\n\r\npublic:\r\n    int partition(int arr[], int low, int high)\r\n    {\r\n        int pivot = arr[low];\r\n        int i = low;\r\n        int j = high;\r\n        int temp;\r\n        while (i < j) {\r\n            while (arr[i] >= pivot && i <= high - 1) {\r\n                i++;\r\n            }\r\n            while (arr[j] < pivot && j >= low + 1) {\r\n                j--;\r\n            }\r\n            if (i < j) {\r\n                temp = arr[i];\r\n                arr[i] = arr[j];\r\n                arr[j] = temp;\r\n            }\r\n        }\r\n        temp = arr[low];\r\n        arr[low] = arr[j];\r\n        arr[j] = temp;\r\n        return j;\r\n    }\r\n}', 'understood', 'u r just amazing. keep educating man u r blessing for us.❤', 'Just Superb', '👌', 'Everything will be same , only we have to do some changes in partition function to get array in decreasing order:\nint decendingPartition(int arr[],int low,int high){\r\n  int pivot=arr[low];\r\n  int i=low;\r\n  int j=high;\r\n  while(i<j){\r\n    while(arr[i]>=pivot && i<high){\r\n     i++;\r\n    }\r\n    while(arr[j]<pivot && j>low){\r\n      j--;\r\n    }\r\n   if(i<j) swap(arr[i],arr[j]);\r\n  }\r\n  swap(arr[low],arr[j]);\r\n  return j;\r\n}']"
163,ogjf7ORKfd8,"[""Let's march ahead, and create an unmatchable DSA course! ❤\n\nCan someone please add timestamps, I will add them post-it."", 'Understood.💯💯💯', 'Thank you for explaining this topic so well that now it is crystal clear to me🙂, best explanation of merge sort', 'Striver bhaiya jindabad', 'great explanation, kudos to you man👍', 'Perfect videos for dsa', 'understood', 'understood', 'understood', 'Merge sort! Done.']"
164,HGk_ypEuS24,"[""Book a FREE career counseling session with Learnbay: https://bit.ly/3km2s6W\n\nLet's march ahead, and create an unmatchable DSA course! ❤\n\nCan someone please add timestamps, I will add them post-it."", 'Understood 👍', 'Fully understood <3', 'Understood', 'Understood', 'Understood😊😊😊', 'understood', 'Understood', 'thanks a lot for ur efforts ❤', 'Really Thanks to You Sir , Got all my PRoblems Cleared in this Video']"
165,KEs5UyBJ39g,"[""Register for free in Coding Contest: https://bit.ly/RV_CodeRushX  \n\nLet's march ahead, and create an unmatchable DSA course! ❤\n\nCan someone please add timestamps, I will add them post it."", 'Understood', 'class Solution {\n  public:\n    // Function returns the second\n    // largest elements\n    int print2largest(vector<int> &arr) {\n        int first = INT_MIN;\n        int second = INT_MAX;\n        \n        for(int num : arr){\n            if(num > first){\n                second = first;\n                first = num;\n            }\n            else if(num>second && num < first){\n                second = num;\n            }\n        }\n        return (second == INT_MIN)?-1: second;\n        \n        // Code Here\n    }\n};\n\nthis is code is solution', 'Understood, thank u striver!!', 'Understood!', 'understood ! I am amazed with such deep explanation of concept and you hard work that you put in this playlist, again a big thank to you ❤❤', 'Fantastic explanation', 'understood bhaiya', 'understood', 'UNDERSTOOODDD']"
166,1xNbjMdbjug,"[""Let's march ahead, and create an unmatchable DSA course! ❤\n\nThere is a slight mistake on the logic of Armstrong, it will be 1634 = (1^4 + 6^4 + 3^4 + 4^4), basically digits raised to the power count of digits, so sum = sum + pow(ld, cntDigits) will be the change, where the cntDigits is the number of digits. \n\nDo consider to give us a like, and a subscribe, means a world to us.."", 'Isme sieve of eratosthenes cover nai kiya?', 'Understood !!', 'understood', 'Understood', 'thanks soo much striver❤', 'Understood!!!', '28:28', 'Great content for any professional or an engineering student❤💯. Thank you sir for taking this much of efforts 💯', 'understood']"
167,tNm_NNSB3_w,"[""Let's march ahead, and create an unmatchable DSA course! ❤\n\nDo consider to give us a like, and a subscribe, means a world to us.."", 'Understood', 'understood', 'Pattern 14 : \nvoid nLetterTriangle(int n) {\n    // Write your code here.\n    for(int i = 0; i < n; i++){\n        char ch = \'A\';\n        for(int j = 0; j <= i; j++){\n            cout << ch << "" "";\n\n            ch += 1;\n        }\n        cout << endl;\n    }\n}', 'for question 11th : test case is failed so refer this :\n int space = 2*(n-1);\r\n\r\n    for(int i=1; i<=n; i++){\r\n\r\n        for(int j=1; j<=i; j++){\r\n\r\n            cout << j << "" "";//just add space here\r\n\r\n        }\r\n\r\n        \r\n\r\n        for(int j=1; j<=space; j++){\r\n\r\n            cout<<"" "";\r\n\r\n        }\r\n\r\n \r\n\r\n        for(int j=i; j>=1; j--){\r\n\r\n            cout<<j << "" "";//here also\r\n\r\n        }\r\n\r\n        cout << endl;\r\n\r\n        space = space-2;\r\n\r\n    }', 'Understood', ""for question 10th : void nStarTriangle(int n) {\r\n    for(int i = 1; i<=n; i++){\r\n        for(int j = 1; j<=i; j++)\r\n        {\r\n            cout<<'*';\r\n        }\r\n        cout<<endl;\r\n    }\r\n    for(int i = n-1; i>=1; i--){\r\n        for(int j = 1; j<=i; j++)\r\n        {\r\n            cout<<'*';\r\n        }\r\n        cout<<endl;\r\n    }\r\n}"", 'Thank you so much brother , first 5,6 pattern i solved and understand by video then every next pattern i spend 15,20 mins to solve by my self and it helps me alot . Last one is bit complicated but i enjoyed alot .❤', 'understood sir', 'At 16:30 how sir is running two cases simultaneously.I,M USING GDB ONLINE. COULD ANYONE SUGGEST?']"
168,FPu9Uld7W-E,"[""Let's march ahead, and create an unmatchable DSA course! ❤️\n\nHappy new year everyone, wish you loads of success in your life :)"", 'Understood', 'Understood', 'I am starting today \n18-7-24', 'thanku  for such lectures', 'started today 18-7-2024', 'understood', 'I already learnt time complexity from a lot of videos but this video somewhere hits different', 'understood', 'understood']"
169,EAR7De6Goz4,"[""Let's start this, in some months, we will be creating something unimaginable. The quality of video, audio, and teaching will be >>>>> paid courses. Even if you have a paid course, you will still learn from this playlist. All lectures will be uploaded in 4K because I want this to run for years, so expect a bit of delay, because processing and everything do take a bit of time. \n\nEstimated time of completion: 3-6 months!"", ""Starting from 19 Jul'24..I know I wont be consistent anyways..."", 'Day 1. 19 July 2024\n\nSmall Steps for a Leap', 'Starting  my DSA journey on 18 july 2024😀😀', 'hey everyone this is aditya \ni started my journey from 18 july 2024\nlets check it how much time it take to complete it for me', 'Started today to learn a-z dsa ❤️❤️❤️', 'i am starting on 7 july 2024.my dsa journey', 'started on  17-7-2024 this is my comeback to become great and leave mediocrity and be consistant in crafting myself \n🙌', 'starting on 18.07.2024  (expecting to master dsa by december of 2024)', 'I am in my 4th year...I am starting this course now.\nIs this right to start now or am I too late for this😔']"
170,j1QDfU21iZk,"['finally completed the og graphs playlist, really happy and proud of myself, thank you striver for making such an awesome playlist of graphs.', 'consider the edges :\n0 1\n1 2\n 2 3\n0 2\n0 3\naccording to your logic 0 should be a articulation point . But it is not??? \ncan you explain this case', 'thank you striver', 'Completed the graph playlist!! Learnt soo much. Forever grateful! 🙏🙏', 'Thanks brother for such an amazing series. Looking forward to learn DP .', 'Successfully completed this playlist today on 2nd July 2024 ', 'finally completed :) thankyou striver', 'on 27/06/2024 is the date and time - 05:49AM India this is when i completed your Graph Series --> Lets go for Trees...', 'Thanks a lot Striver for the wonderful series!! There is no one like you 😭♥️', 'Completed the playlist Thanks Striver for this amazing playlist!\n23rd june,2024']"
171,qrAub5z8FeA,"['very toughhh', 'had to spend too much time understanding it , now its clear. For  those who could not understand this topic , i would suggest watch jenny lecture on bridges in graphs first, then come again to this lec, you will indeed have a lot more clarity.Because striver has explained it beautifully but to understand his approach you must know it from somewhere else before.', 'i took 69 minutes to understand this(3*23).', 'Thankyou!!\nNice explanation', 'Striver Respect++ Button', 'nice', 'Not able to understand.', 'brute force \nremove each edge and check the number of components if its greater than 1 return edge;', 'For condition of critical edge why do we check lowest_time[recently popped node] > time[current node] and not lowest_time[current node]?', 'can you give an example in which removing a bridge edge results in more than 2 components.\nI think removing an edge bridge can increase the components by not more than 1']"
172,R6uoSjZ2imo,"[""If you don't understand in one go just watch the video in 1x you will get better understanding slowly"", 'Isnt that stack thing, is topological sort ?', 'nice', ""why didn't he used the word topological?🤔🤔🤔"", 'In the first step.sorting all the edges ...looks like topological sorting.....   Is it the same I am thinking....', ""Isn't the first step same as topological sort?"", 'maza aaala re ala striver aala', ""Note: we can't say this as a Topological sort(as topological sort using DFS will get you stuck in Loop i.e cycle), but its a bit different. Its topological Sort for the SCC."", 'understood', ""HEY STRIVER,  We can also reduce the time and steps if first getting there there finishing time and store in a queue rather then stack so because of FIFO we know first element to finish so we don't need to reverse the graph either we can directly go through the finishing elements which are already reverse with respect to graph it will reduce steps and clean code too. \ncorrect me if I m wrong""]"
173,OwMNX8SPavM,"[""Let's continue the habit of commenting “understood” if you got the entire video. Please give it a like too,. \n\nDo follow me on Instagram: striver_79"", ""I didn't find the idea of treating a row as node very intuitve,"", 'How to think of this in an interview 🤯', 'Understooddddd ❤', 'alt approach: consider the stones as the nodes in dsu, instead of considering the rows/cols\n(can optimize the visited array size, i was just lazy)\ncode-> (AC on LC)\n\nclass DS\n{\npublic:\n    vector<int>parent,size;\n\n    DS(int n)\n    {\n        size.resize(n,1);\n        parent.resize(n);\n        for(int i=0; i<n; i++) parent[i]=i;\n    }\n\n    int findUPar(int node)\n    {\n        if(parent[node]==node) return node;\n        else return parent[node]=findUPar(parent[node]);\n    }\n\n    void unionBySize(int x, int y)\n    {\n        int ulp_x=findUPar(x);\n        int ulp_y=findUPar(y);\n\n        if(ulp_x==ulp_y) return;\n        else if(size[ulp_x]>=size[ulp_y]) parent[ulp_y]=ulp_x, size[ulp_x]+=size[ulp_y];\n        else parent[ulp_x]=ulp_y, size[ulp_y]+=size[ulp_x];\n    }\n};\n\nclass Solution \n{\npublic:\n    int removeStones(vector<vector<int>>& stones) \n    {\n        //there are n stones, so I am making a dsu with the nodes as the n stones\n        int n=stones.size();\n\n        //the coords can be anything from 0 to 1e4\n        //also the rows and cols need to be dealt separately as visited\n        vector<int>visX(1e4+1,-1), visY(1e4+1,-1);\n\n        DS dsu(n);\n        for(int i=0; i<n; i++)\n        {\n            int x=stones[i][0], y=stones[i][1];\n\n            if(visX[x]==-1) visX[x]=i;\n            else dsu.unionBySize(visX[x], i);\n\n            if(visY[y]==-1) visY[y]=i;\n            else dsu.unionBySize(visY[y], i);\n        }\n\n        //we can remove size-1 nodes from each connected component\n        int ans=0;\n        for(int i=0; i<n; i++)\n        {\n            if(dsu.parent[i]==i) ans+=dsu.size[i]-1;\n        }\n        return ans;\n    }\n};', ""Instead of treating each row and col separately we can just travers the grid - 2times (col wise and row wise) -> we can use (row*n + m) method to number each block. Now while traversing row wise we just need to store the 1st guy and then connect rest of 1's to it in that particular row and similarly we need to do coloumn wise and this is how we can get all components . Now we just need to see no. of different parents and subtract them from total number of stones and hence our question is solved. :) (While deleting make sure that size > 1 for that particular parent)"", 'my solution\nclass Solution\r\n{\r\npublic:\r\n    void dfs(vector<vector<int>> &stones, int index, vector<bool> &visited, int &n)\r\n    {\r\n        visited[index] = true;\r\n        for (int i = 0; i < n; i++)\r\n            if (!visited[i])\r\n            {\r\n                if (stones[i][0] == stones[index][0] || stones[i][1] == stones[index][1])\r\n                {\r\n                    dfs(stones, i, visited, n);\r\n                }\r\n            }\r\n    }\r\n    int removeStones(vector<vector<int>> &stones)\r\n    {\r\n        int n = stones.size();\r\n        vector<bool> visited(n, 0);\r\n        int cnt = 0; // no. of connected components\r\n        for (int i = 0; i < n; i++)\r\n        {\r\n            if (visited[i])\r\n            {\r\n                continue;\r\n            }\r\n            dfs(stones, i, visited, n);\r\n            cnt++;\r\n        }\r\n        return n - cnt; // total - no. of connected components\r\n    }\r\n};', 'Without Striver, graph would be unpossible for me.', ""This is the first question which I didn't understand or was not convinced about taking row+col as nodes. The question constraint clearly states grid can be of max [10^4][10^4]. And if stone is present in that last cell i.e grid[10000][10000] then using a list of size 20000 is not at all recommended in interviews. Your sol S.C is O(20000) is not acceptable!! Expected somewhat better  and clean approach, from you!!"", 'We can also use ""unordered_map"" for parent and rank. This is helpful when we have stones at locations far away. \nFor e.g. for stones at indices (0,0) and (50,50), we will need 101 nodes using normal method. But, if we use ""unordered_map"" we will have only 4 nodes  - (0,50) for rows and (51, 101) for columns.\nCode :\nclass DisjointSet{\r\n    public:\r\n    unordered_map<int,int> parent;\r\n    unordered_map<int,int> rank;\r\n    int findParent(int node){\r\n        if(parent.find(node)==parent.end()){\r\n            parent[node] = node;\r\n            rank[node] = 0;\r\n        }\r\n        if(parent[node]==node)\r\n            return node;\r\n        return parent[node] = findParent(parent[node]);\r\n    }\r\n    void unionByRank(int node1, int node2){\r\n        int p1 = findParent(node1);\r\n        int p2 = findParent(node2);\r\n        if(p1==p2) return;\r\n        if(rank[p1]<rank[p2])\r\n            parent[p1] = p2;\r\n        else if(rank[p1]>rank[p2])\r\n            parent[p2] = p1;\r\n        else{\r\n            rank[p1]++;\r\n            parent[p2] = p1;\r\n        }\r\n    }\r\n};\r\nclass Solution {\r\npublic:\r\n    int removeStones(vector<vector<int>>& stones) {\r\n        int rows = 0;\r\n        int cols = 0;\r\n        for(auto stone: stones){\r\n            rows = max(rows,stone[0]);\r\n            cols = max(cols,stone[1]);\r\n        }\r\n        rows++;\r\n        DisjointSet set;\r\n        for(auto stone: stones){\r\n            int row = stone[0];\r\n            int col = stone[1]+rows;\r\n            set.unionByRank(row,col);\r\n        }\r\n        int components = 0;\r\n        for( auto x: set.parent){\r\n            if(x.first == x.second && set.rank[x.first]>0){\r\n                components++;\r\n            }\r\n        }\r\n        return stones.size() - components;\r\n    }\r\n};']"
